labels,FeatDv3Cls
wafer_101,"tensor([-5.197659,0.882091,-1.398365,4.475378,0.544938,4.679849,4.817368,9.622752,-11.501743,-6.188027,-4.091419,4.623979,-13.908952,-5.800501,2.551626,2.775748,0.413396,3.964506,0.367972,5.660183,-0.560799,1.220345,0.712384,-3.922871,5.503718,-3.088827,3.729551,10.028518,-7.228771,6.018067,0.405379,0.731498,-8.594357,-9.555464,-5.875435,6.707441,3.834723,-8.411652,-14.631410,3.585340,8.109066,-0.794241,-5.103434,-7.473333,0.054618,0.409423,-8.027869,7.972794])"
wafer_102,"tensor([8.408172,9.959789,0.885557,-7.267352,-5.432228,2.266329,5.092713,-3.221637,5.013853,3.340148,3.614040,-4.904907,10.477861,1.513055,-0.154024,-0.837254,-1.818236,4.448755,3.861122,-1.030369,3.279249,-6.102212,-1.203673,-0.767402,-4.652719,4.335604,9.169617,-8.601990,1.404313,-0.233887,1.831207,11.694647,6.933916,3.756785,5.999459,1.596859,-10.467620,2.200279,8.726980,-3.432937,-1.735343,-1.630896,-1.338370,1.712067,-2.621535,7.018904,5.462213,5.689634])"
wafer_103,"tensor([-11.098852,-8.172018,1.796950,0.963893,-3.055799,-3.261973,-11.298751,3.457480,-9.832389,-10.550473,-2.166095,-1.366428,-7.746984,1.966484,3.965043,-7.452390,2.092883,-4.167491,-6.432874,0.841916,-0.849069,-3.098337,5.485132,-0.976420,4.491681,9.223350,3.358531,-2.926422,-4.410437,7.302343,1.044953,-6.407795,-5.588797,-2.228878,-4.026531,5.375113,5.053231,-5.401642,-4.783428,-5.684820,-0.758028,-0.454370,-2.140364,-9.082545,-3.180503,4.549721,3.537967,6.514309])"
wafer_104,"tensor([-3.378986,-7.456060,-4.452145,2.575190,2.379734,0.277220,-5.933020,-9.675979,6.629674,-0.963336,-2.569064,-3.500685,1.262123,3.209283,0.415274,6.643835,3.671257,1.213889,2.319289,-3.428636,-5.042374,8.256580,-0.811197,-0.124345,1.225517,0.225719,-8.253469,6.305794,0.407269,-8.457559,-3.030245,-10.054800,-7.945693,2.991450,3.020488,-9.074176,9.390076,0.880632,1.460597,5.439699,2.954464,-0.813560,6.486113,-6.279008,8.706546,-1.317647,-3.205146,-7.658531])"
wafer_105,"tensor([6.071618,6.734342,3.047019,-8.062988,-6.873889,0.440261,0.942838,-2.876466,1.592662,2.130458,4.718929,-4.856637,9.451655,1.753689,0.993320,-2.586900,-1.552277,3.174473,2.801081,-1.844000,2.195929,-6.132620,0.800682,0.749357,-5.619462,5.893434,8.950614,-7.968322,2.193945,-0.196990,0.963815,8.772338,6.027566,2.642548,3.633946,1.007730,-7.546417,0.969081,6.861733,-5.065589,-2.692656,-0.673236,-2.278585,2.369872,-3.382433,6.066936,7.755464,4.708195])"
wafer_106,"tensor([8.250346,5.729359,-1.147043,-3.105049,-2.433838,0.560701,4.705847,0.597451,0.061341,5.158075,1.680707,-1.143806,4.693775,-0.403414,-1.287400,-0.146484,-1.525741,2.964425,1.076382,0.177330,1.033045,-3.403425,1.158481,-3.213317,-2.433707,5.440239,7.087312,-10.127466,2.068333,3.985386,3.393893,10.365804,7.889394,3.233307,5.175819,1.422084,-11.529994,2.048234,5.582608,-1.472974,-0.642926,-2.018639,-2.565494,3.835296,-2.416501,1.368048,5.658585,2.441164])"
wafer_107,"tensor([-11.934576,-7.847283,1.601728,3.986191,-1.706472,-5.032761,-12.621568,3.824195,-7.122334,-10.067489,-5.907531,-0.753276,-12.201494,1.042730,2.166568,-11.169537,1.483738,-7.862338,-11.953603,1.943536,0.142216,-1.162813,5.485112,-3.266633,9.590410,10.984826,1.067337,-7.105777,-5.202303,12.058550,4.397944,-9.135113,-4.775012,-2.336255,-5.119627,6.992279,-1.046273,-4.726388,-5.766391,-8.660913,-1.667833,-0.983554,0.044395,-10.169798,-1.155676,2.943360,8.225509,5.965777])"
wafer_108,"tensor([-0.257228,-4.011569,0.559425,1.957413,3.249944,-1.925871,-8.307310,-7.290194,5.527498,1.457307,-1.465940,-3.450087,0.387793,-0.521243,5.309530,4.637625,3.502274,1.212484,2.213093,-3.706490,-1.645214,12.132142,1.805873,-0.445707,0.187175,0.378715,-6.917413,1.620594,2.510845,-6.350159,-1.503295,-10.346666,-4.230031,-1.167296,2.879973,-10.474563,7.755495,-0.590114,-1.747671,1.872459,4.221109,-2.252185,6.950901,-4.918088,9.580625,-4.399038,-0.379071,-8.384282])"
wafer_109,"tensor([-9.796107,-5.899182,1.898369,3.383769,1.320868,-5.289677,-11.855282,7.044022,-7.861717,-7.365789,-3.636025,2.166241,-13.299952,-0.283547,4.413758,-10.585435,2.558134,-6.201809,-8.708723,0.882102,1.478714,-0.009363,5.192941,-2.117939,6.845090,4.226088,0.729699,-1.105359,-4.030639,9.345191,-0.286056,-9.278085,-6.618763,-6.089109,-6.963290,5.647336,2.642871,-6.727579,-10.754083,-5.180798,1.843261,-2.285547,-2.214754,-6.553007,-1.240782,1.767254,4.170324,4.492902])"
wafer_110,"tensor([-1.110725,-2.899246,-1.522341,-0.926329,2.335537,-0.676631,-7.944728,-7.491327,7.776187,1.755107,0.834247,-6.735872,6.099356,1.289099,4.271418,4.675891,5.500553,3.922973,5.841618,-6.499535,0.278200,6.872923,1.719520,1.219394,-1.911892,-2.615450,-6.321721,3.776735,2.912541,-9.295384,-5.642966,-8.946674,-6.356712,0.071165,6.042363,-11.596253,10.490251,1.380558,2.153280,5.902100,3.688002,-3.287470,7.221448,-3.406688,8.306506,0.342119,-3.908587,-7.431310])"
wafer_111,"tensor([7.167411,-1.065937,-6.824133,4.309396,8.403542,-1.775831,0.776182,-12.915253,17.801359,7.892010,-5.449961,0.019923,3.717144,4.757532,-3.426002,1.978368,2.428768,-5.813120,-1.308092,-0.780488,1.838540,9.675797,-6.042337,-5.396457,5.652264,-4.016991,-13.798691,2.842863,2.238072,-6.578810,-1.962658,-8.206481,0.853478,8.418153,8.623804,-2.583132,-4.904805,2.984495,2.006302,5.589643,-0.147534,2.928914,11.814642,3.261738,9.258485,-4.519180,-5.524787,-6.322765])"
wafer_112,"tensor([1.716300,-3.086617,-2.060387,-0.454390,1.051764,-1.263119,-6.681391,-8.677738,5.660406,1.685931,-0.896304,-4.447761,4.110945,2.259752,4.852741,2.973602,4.674325,1.671279,2.985845,-4.478160,-0.630910,6.330387,2.247927,-2.125644,-0.615150,3.067550,-3.091663,0.531764,2.437258,-5.502424,-2.206104,-6.015339,-3.556858,2.455689,6.795436,-7.213475,4.344325,-0.784056,1.473886,2.989259,3.341114,-2.623475,5.347326,-3.611607,6.182072,-0.140245,-0.789081,-4.368730])"
wafer_113,"tensor([4.064190,-2.102982,-4.525378,5.178341,7.785530,-2.806661,-2.234314,-10.873655,18.478833,6.774848,-5.558608,-0.768295,4.135857,3.542460,-4.165535,0.100442,0.449805,-7.194345,-3.930507,-1.760639,1.419189,10.064895,-4.770380,-1.502185,6.280724,-4.066825,-15.176699,-2.616181,3.554185,-5.575056,0.308399,-9.925991,2.120526,7.281004,6.662241,-5.621822,-4.388588,7.197011,6.779171,1.604460,-3.676691,2.076085,12.124599,3.657919,9.674330,-5.321848,0.566734,-11.272014])"
wafer_114,"tensor([-8.101473,-3.253473,-1.883160,7.589161,3.238525,4.954160,4.344348,7.783590,-8.700579,-6.538814,-4.470828,7.880429,-17.666381,-5.375176,0.070772,4.718321,-2.603000,1.605586,-2.133412,7.118617,-5.299865,5.516044,-3.489243,-0.696965,6.396733,-7.780148,-3.704353,16.157292,-7.572417,1.546499,0.376028,-4.362856,-10.352026,-8.477074,-12.818190,3.157088,8.303797,-5.994391,-15.594785,3.767826,5.526003,2.793055,-4.273836,-6.816681,1.984620,-4.189140,-7.391659,2.505060])"
wafer_115,"tensor([-10.543693,-4.986213,1.378385,1.403621,-1.395443,-3.609015,-10.455575,3.365197,-6.163372,-9.469968,-3.805927,-1.903992,-9.460292,1.520913,5.287524,-9.917624,4.033105,-4.784557,-6.821534,1.268544,3.457113,-2.068982,4.585625,-3.401195,6.759730,6.127179,2.406741,0.548424,-5.728788,8.108747,-0.784284,-7.930198,-8.704709,-4.253742,-3.126971,8.603526,4.100123,-9.298008,-9.504782,-4.820375,2.558279,-1.677487,-0.419032,-9.818082,-1.351688,6.419740,0.781516,10.530822])"
wafer_116,"tensor([-8.310881,-1.079386,-2.875812,6.522751,2.728380,5.114925,4.309664,8.530423,-8.853456,-7.143400,-5.260666,5.922271,-15.044526,-6.050662,2.735417,5.559635,1.103086,3.556721,0.923896,5.072758,-2.207449,4.778377,-1.368456,-2.417046,6.321584,-7.766398,-2.327040,17.008337,-8.203221,2.538396,-1.298707,-4.020374,-12.943845,-10.067864,-7.243716,4.298501,11.124018,-8.666247,-16.899451,7.470262,9.571423,0.029135,-3.207824,-8.683545,2.707146,-1.561072,-12.646661,5.368093])"
wafer_117,"tensor([-6.527204,-1.831635,-0.017039,5.375433,1.691692,3.059609,3.722533,7.164278,-9.987906,-7.406789,-4.444952,5.288950,-11.875994,-3.831535,1.572841,1.317128,0.617053,-0.440548,-0.922385,5.780522,-0.413821,0.518455,-0.607606,-2.384843,5.477572,-2.462628,-0.552826,11.431189,-7.230741,4.740351,0.534786,-1.716391,-7.306136,-6.094843,-5.860266,7.865810,7.099281,-7.971484,-13.012716,3.173841,4.673300,2.187420,-2.663457,-6.350680,-1.590188,-1.078624,-10.130107,7.894075])"
wafer_118,"tensor([-8.401710,-6.431527,0.016044,1.038782,-1.182663,-3.459700,-9.769769,1.102060,-2.677256,-6.830027,-2.901320,-1.370416,-7.568856,2.885734,1.774226,-8.450782,1.366843,-5.007363,-7.517946,0.170534,-0.428213,-1.259360,3.523468,-2.543750,5.734920,6.295423,0.805178,-2.219820,-2.909516,5.438671,-0.187246,-7.020902,-5.447928,-0.277744,-3.705190,3.497037,0.585234,-3.397427,-4.037803,-5.575996,-0.164031,-1.321370,-0.353182,-6.575067,0.077736,4.533961,6.359742,3.733456])"
wafer_119,"tensor([7.512919,7.857627,1.425796,-8.026856,-5.303997,0.145989,1.124447,-6.421557,6.176390,3.705281,2.707906,-5.044523,9.472814,3.461660,-0.183694,-2.543307,-2.101808,2.076521,0.952950,-0.540665,1.712241,-3.451617,-1.893600,-1.118875,-3.551068,5.833242,7.258209,-8.738158,1.639761,-1.656720,2.267532,8.940696,7.502737,4.883645,3.683525,1.122688,-11.854569,1.523163,7.354742,-7.039051,-2.532757,0.005447,-1.466424,0.998447,-0.778774,5.833892,9.969469,4.525151])"
wafer_120,"tensor([8.962875,0.591412,-4.978552,4.707727,8.826578,-2.391065,2.571610,-9.607172,15.214647,8.202424,-6.301004,2.829828,-0.189424,3.039281,-5.142814,-1.625171,0.570118,-8.381991,-4.377806,2.167456,1.407849,8.839922,-5.671090,-6.987457,6.573918,-2.048699,-10.546107,-1.986573,1.679849,-1.047940,1.393872,-4.531053,4.430033,7.800400,5.373502,2.128767,-11.714366,2.435560,0.385736,0.807585,-1.809378,4.080547,8.829968,4.587092,6.379275,-6.011421,-0.703951,-4.058051])"
wafer_121,"tensor([-9.174005,-5.991308,0.547131,1.657109,-0.814487,-4.067034,-12.193116,-0.535138,-2.276690,-7.801410,-3.971181,-2.623686,-8.425764,2.662592,3.770045,-7.911200,2.916152,-4.404097,-6.581994,0.044625,0.599265,1.419449,3.607342,-3.407903,7.439745,7.017081,-0.602085,-0.218014,-4.148924,5.302301,0.661850,-9.489918,-7.114175,-2.013123,-3.072164,3.368959,2.831934,-5.892314,-6.757100,-5.388027,1.456691,-0.930314,1.217141,-9.591684,2.204479,4.267796,4.914129,5.265051])"
wafer_122,"tensor([9.118375,0.827280,-8.468923,2.697774,7.245331,-0.368476,1.374436,-16.336572,22.496459,9.362826,-4.122680,-0.335477,5.375944,6.034666,-6.174270,2.951321,-0.179688,-4.607577,-1.241252,-1.091122,-2.032987,11.062250,-9.069360,-5.042767,5.286249,-3.917407,-13.379201,1.009636,2.895977,-10.071457,-1.091279,-5.979679,2.067869,10.158406,6.521475,-5.644551,-9.386725,6.367616,5.904036,2.951660,-1.692796,2.962102,10.937347,3.805866,11.258886,-3.881644,1.016611,-8.974379])"
wafer_123,"tensor([-6.710956,1.276837,0.131298,5.887335,1.013612,3.220350,1.360750,10.726249,-11.162477,-6.604185,-4.895677,4.484320,-16.424232,-7.445736,5.340605,2.072403,0.347998,4.547490,-1.338507,5.241596,-0.177488,4.646231,1.675566,-2.851796,6.857880,-2.923719,1.918062,8.365522,-6.976365,7.441566,1.158668,-1.798341,-9.168104,-11.220586,-8.615963,4.695398,5.536193,-8.314756,-16.249612,2.093067,8.620087,-2.675128,-4.835347,-9.551326,1.803053,-1.193174,-4.954898,6.134721])"
wafer_124,"tensor([-7.834158,-3.560689,4.399869,0.297310,-1.523503,-3.882451,-9.655485,3.086322,-6.828267,-8.721681,-3.239902,-0.545075,-10.238210,0.618464,4.286738,-9.503862,2.077300,-5.708234,-7.257627,2.744749,1.184927,-0.807862,3.649495,-2.712830,5.272451,7.044033,3.362401,0.160832,-4.965240,7.579454,1.220852,-6.152410,-4.178396,-3.905362,-6.296579,7.188705,1.542710,-8.574448,-10.012968,-7.978337,0.432925,0.463357,-1.776162,-8.374527,-2.720841,3.700355,4.605748,8.289675])"
wafer_125,"tensor([7.896188,1.783438,-5.464170,3.120686,7.359346,-1.784143,-0.298124,-12.488900,19.885875,8.508705,-5.361698,-0.245209,2.693630,3.508616,-4.271283,0.138754,0.028852,-5.326515,-2.946690,-0.134550,0.904726,10.835339,-7.353738,-6.030624,6.527213,-3.637571,-11.904688,-1.472891,2.049805,-5.487661,0.312584,-6.976906,2.584672,7.000455,4.921474,-2.634485,-10.592009,4.178690,2.692388,0.469295,-1.071448,1.923821,10.239705,2.713986,10.293037,-3.663829,2.298056,-7.049359])"
wafer_126,"tensor([7.063115,1.786777,-7.675690,6.759932,8.872269,-0.316669,1.965587,-8.671805,19.978762,8.719026,-6.758653,1.026768,1.865616,2.092649,-5.969114,1.024980,-0.487200,-4.369713,-3.770030,-0.900152,1.683245,10.228838,-6.635383,-5.147398,8.389596,-6.790154,-13.020911,-1.391149,1.917660,-3.799227,0.680997,-6.763799,1.625172,5.965526,6.007895,-3.136255,-10.007254,6.877143,5.265688,3.968294,-1.402215,0.777156,11.239026,4.154265,11.085310,-4.533850,0.240949,-9.067753])"
wafer_127,"tensor([-3.557358,-3.074709,0.867578,0.326838,0.295909,-0.989729,-7.582617,-3.814959,3.898326,-1.070267,0.297902,-6.021656,3.976950,-0.829112,5.064489,4.109846,4.366221,4.203220,3.976558,-5.648524,0.055418,6.022034,3.166077,2.691665,-1.587699,-1.060452,-4.456816,1.466146,2.216634,-6.441634,-3.430138,-8.755827,-6.512705,-2.754657,3.268537,-10.984335,11.049053,1.014085,1.791214,3.817578,3.893734,-3.582969,6.000061,-5.194820,7.331104,-0.065685,-1.668399,-6.443406])"
wafer_128,"tensor([5.232977,4.650701,-2.545388,-2.583992,-1.836345,0.932284,2.305888,-2.046651,4.295261,3.452577,0.100307,-2.837547,4.454096,1.468667,-1.385285,-1.170356,-0.174477,1.756649,0.454537,-0.885920,1.387384,-2.620939,-0.402092,-3.479622,0.402161,3.641850,3.699100,-7.532069,0.463760,1.830852,1.390077,5.529716,4.046757,3.769925,4.770445,0.818362,-9.532225,2.697242,6.264749,-0.833009,-0.294108,-1.949922,0.504935,1.278669,0.761268,3.208022,4.435513,1.926423])"
wafer_129,"tensor([1.791283,-0.942282,1.009421,1.598555,2.561465,-0.376392,-4.803535,-7.608548,6.680815,1.867148,-2.547859,-4.266556,1.370442,-2.115716,5.667347,6.166761,3.198370,3.149919,3.033681,-1.698686,-0.402321,12.125637,1.083945,-1.706442,1.102218,0.039500,-5.902883,1.916640,1.506394,-5.796525,-0.525619,-7.588222,-3.764652,-1.108505,3.649044,-9.416777,6.326625,-0.940386,-1.395898,2.412438,4.471481,-1.765339,6.833155,-6.346141,9.945071,-3.369898,-1.818542,-6.224117])"
wafer_130,"tensor([-4.271665,2.837859,2.193902,4.262500,0.871120,3.091228,3.794376,9.462484,-9.081209,-4.629762,-3.886111,6.198565,-14.082135,-7.027570,1.744719,1.005745,-2.245403,1.419645,-2.953850,7.270151,-0.599616,3.200078,-1.237967,-2.486059,5.354564,-3.833392,2.364102,7.960026,-6.782586,6.454790,2.309077,-0.489922,-4.208573,-9.469264,-10.178708,6.594149,1.875942,-6.913547,-14.541636,-0.710362,5.010079,1.049299,-5.797597,-5.693729,-0.269387,-2.103085,-3.018438,6.144144])"
wafer_131,"tensor([-12.027872,-8.389585,1.655142,2.039309,-0.704912,-6.049927,-14.345779,6.987014,-8.738470,-9.048614,-2.711835,-0.264484,-11.851188,1.793098,4.221152,-12.265220,2.458248,-6.066457,-8.859351,-0.014601,0.589396,-3.051802,5.994871,-1.525428,6.091574,7.012929,2.155589,-3.061919,-3.858463,9.890420,-0.239446,-9.285009,-6.824449,-3.962001,-7.392744,5.464656,2.855242,-5.967866,-7.608190,-7.405537,0.199074,-1.786648,-3.024689,-7.315031,-1.933271,3.973020,7.326205,4.670257])"
wafer_132,"tensor([-14.126711,-8.193779,1.820004,1.489841,-1.761211,-4.535107,-13.455743,3.455859,-6.544643,-11.634777,-3.778345,-2.039132,-10.759482,2.615987,3.475975,-9.248525,3.095478,-5.536850,-8.258264,0.108726,0.198470,-2.275859,5.298630,-1.282046,7.098526,5.902304,0.273223,-0.029318,-5.553673,6.724370,-0.239504,-10.668503,-9.731671,-4.417438,-6.606483,5.370356,6.057837,-6.133098,-7.494795,-6.023782,0.214145,-1.107815,-0.991492,-10.883680,-1.364918,5.901086,4.904077,6.920173])"
wafer_133,"tensor([4.652827,-1.614687,-8.431075,6.800032,8.119826,-1.005177,0.507168,-9.410138,17.411693,6.658641,-6.821501,0.137898,2.335598,2.928354,-5.878918,1.730285,-0.003203,-4.826371,-3.790702,-0.656191,0.619782,9.639916,-6.520074,-4.657616,7.714235,-4.613311,-14.167529,-1.519136,1.631237,-4.311918,0.112689,-7.563867,0.047436,7.352392,7.061793,-3.255958,-6.610402,6.064506,6.097816,5.345592,-0.811082,0.620155,11.548239,2.036742,10.167744,-4.118313,-1.285439,-9.693648])"
wafer_134,"tensor([-11.729247,-7.603301,2.556886,3.943478,-1.844731,-3.418855,-10.547311,3.440183,-7.408404,-10.417441,-5.386574,-0.285762,-12.752055,-0.277582,3.154611,-6.612348,0.896670,-4.809556,-8.899624,2.619636,-2.008704,1.113113,3.805058,-2.177990,9.050462,7.821670,0.182167,-2.833515,-5.959630,9.079072,3.788336,-8.745105,-6.228673,-4.576924,-7.296370,5.243818,2.530892,-6.181416,-7.365563,-7.442491,0.023674,-0.213547,-0.954812,-11.022229,-0.038183,2.425651,5.635388,5.032839])"
wafer_135,"tensor([-4.265732,-5.314025,-1.916798,4.034327,2.193544,-1.087686,-8.759012,-3.642734,5.853992,-0.873294,-3.202661,-3.785934,-0.621950,-0.235007,1.681171,2.115368,2.917878,-0.163953,-0.881689,-3.928089,-1.249517,7.984430,1.980008,0.224563,4.679039,-0.327097,-7.125182,-1.507626,1.489331,-3.153905,-0.615919,-10.400793,-5.253711,-0.773661,1.431668,-9.139345,6.040475,2.510425,1.488432,2.541543,1.385344,-2.934969,6.302524,-5.405109,8.535710,-1.819838,1.507952,-7.980069])"
wafer_136,"tensor([8.016774,1.230551,-5.839301,3.977992,7.696471,-1.373706,-0.309440,-11.358693,20.648198,8.141531,-4.984966,-2.102863,5.488294,2.006850,-3.804654,2.552165,0.757509,-2.892188,-0.848183,-2.599138,1.740933,10.961255,-5.755474,-3.641663,5.067724,-4.851004,-12.710723,-3.024609,3.077516,-7.289539,-0.285082,-7.524136,1.323710,6.943433,8.289808,-6.859477,-6.679880,6.840825,6.774847,3.648681,-0.260160,-0.071527,11.923320,2.424945,11.451638,-4.295049,-0.237828,-10.056256])"
wafer_137,"tensor([-10.498497,-7.853183,0.925883,2.726952,-0.659036,-3.906215,-11.577503,2.662527,-6.965052,-8.638544,-3.366671,-0.244831,-11.478348,1.195375,4.713549,-7.021260,3.500546,-4.238386,-6.607033,0.844162,-0.906678,0.231631,5.464780,-2.900530,6.612222,7.406634,0.367394,0.273086,-4.388062,7.049078,0.153332,-8.369743,-7.919303,-3.252558,-4.610436,3.468258,4.875021,-7.198365,-8.570500,-4.541810,1.957315,-1.235475,-0.816327,-9.188581,0.444140,3.350693,2.350415,5.362332])"
wafer_138,"tensor([3.351583,2.005208,-2.255751,0.083374,2.457730,1.138313,-1.750585,-7.175643,8.853653,2.303981,-2.089172,-4.792149,3.662493,-0.662361,4.177193,5.727991,3.756619,4.657031,5.639519,-2.899148,0.921689,8.624257,-1.006314,-1.670501,0.569389,-2.676223,-5.139750,4.875706,0.705371,-7.647511,-2.961722,-5.994158,-5.349251,-0.307046,5.871092,-6.615816,5.439843,-1.170083,-1.211821,6.149437,6.301652,-2.495717,6.824601,-4.091879,8.992430,-0.203908,-4.689927,-2.950817])"
wafer_139,"tensor([-13.758082,-11.994122,2.455763,4.280136,-0.428651,-5.595366,-14.470264,5.743253,-9.526687,-10.232959,-3.024068,1.294572,-11.448117,1.107983,2.892321,-9.321272,3.046281,-7.206223,-9.601770,-0.486415,-0.657243,-1.313605,7.325804,0.405194,6.022431,6.840665,-1.378634,-2.852437,-2.810104,8.273306,0.719501,-11.847040,-6.913452,-3.792606,-6.128733,2.973170,6.683644,-3.827182,-6.010745,-5.051037,-1.562437,-0.897066,-0.838280,-6.675846,-2.394966,1.147520,4.179904,0.952122])"
wafer_140,"tensor([7.400834,3.849071,-0.202718,-6.005214,-4.522070,-1.409872,1.362403,-4.530113,1.628062,3.186667,2.718761,-3.399688,9.005592,4.121045,-0.505493,-4.132347,0.872860,-0.024882,1.235110,-1.129017,2.423009,-6.546860,1.227950,-2.251472,-4.175174,9.852838,8.120994,-10.588957,2.006335,1.937683,1.278327,9.289023,7.618523,6.568668,8.240058,3.459174,-10.275359,0.500388,8.003425,-4.205508,-2.801245,-0.480828,-1.112471,3.014990,-4.848810,5.001856,5.344239,5.227561])"
wafer_141,"tensor([8.103887,8.074551,1.886127,-5.190330,-4.322242,0.552690,2.931873,-3.102974,3.217160,3.050294,1.831855,-5.294815,10.444757,0.596055,0.365241,-1.658541,-1.072164,2.130320,2.233330,-0.725769,4.523150,-4.958345,0.661021,-1.264394,-2.764324,7.147535,7.460140,-11.898194,1.449287,2.120700,2.906178,9.794204,8.000723,3.684117,7.952239,2.372423,-10.700003,1.528206,8.958560,-3.634589,-2.361425,-1.875172,0.224489,1.320256,-1.800065,5.062556,4.411630,5.438768])"
wafer_142,"tensor([-0.018433,-0.756864,-2.755192,0.860000,0.291899,2.172438,-1.263292,-5.569507,5.307662,0.655549,-1.026359,-3.576341,2.911653,0.635227,1.150959,5.880908,1.694349,3.933646,3.859233,-1.510975,-1.922208,5.122866,-0.763468,-0.052817,0.477473,-1.672014,-3.638408,4.280501,-0.087777,-6.831162,-1.472426,-2.985257,-5.019165,0.759190,2.556105,-5.840324,4.784731,-0.091752,0.700650,4.252136,3.427960,-1.367121,3.842212,-3.883818,6.436699,-0.015128,-2.119007,-3.409370])"
wafer_143,"tensor([-6.775549,-1.075021,-2.306458,7.257632,3.040681,4.144680,3.514696,8.898318,-7.415017,-4.882299,-4.731520,6.429316,-15.416154,-6.073912,-0.586527,2.457554,-1.260831,2.149351,-2.142521,5.429996,-2.727259,3.774907,-1.778753,-2.127443,7.273855,-6.293266,-2.559596,11.159970,-6.790651,4.255724,0.252032,-3.135133,-8.539411,-8.257998,-9.438802,3.871997,4.472314,-4.618995,-13.243045,4.467256,5.924026,-0.430970,-4.175061,-5.659671,2.382658,-2.386991,-5.406798,2.125147])"
wafer_144,"tensor([-7.272661,-0.618786,-2.291771,7.687994,3.556894,3.361433,4.431000,8.086835,-5.732900,-6.314708,-6.334140,7.059485,-16.488561,-4.795291,-0.550937,1.002988,-2.074811,-0.417636,-4.256907,6.973984,-1.538302,3.766438,-2.244780,-3.033186,9.490959,-6.570797,-3.549583,10.172621,-8.025491,5.680022,1.384159,-4.363251,-8.522443,-7.839088,-9.509838,6.324181,2.985946,-5.531769,-13.735508,2.266550,5.129475,1.246736,-2.705112,-6.747287,1.480131,-2.336668,-5.760620,4.807886])"
wafer_145,"tensor([6.875883,4.845861,0.689461,-5.537233,-3.664839,-0.127874,2.495228,-4.246047,2.131280,2.665229,2.336040,-2.155677,5.944781,2.488122,0.053985,-2.592896,-1.021211,1.041359,0.830055,0.466638,0.411754,-3.684353,-0.297001,-2.297953,-3.404408,6.523007,6.720971,-6.757318,1.383445,0.973735,1.834816,7.990179,7.184037,4.597495,3.479839,3.070417,-9.321729,0.410357,4.823913,-4.730079,-2.704675,0.355474,-1.177154,2.008089,-2.686165,3.662943,6.238258,4.237945])"
wafer_146,"tensor([4.666741,-3.764148,-5.594660,8.076960,9.812180,-2.870555,-3.390535,-13.504749,19.743591,6.677012,-7.981557,-0.071917,0.155316,2.634957,-3.744337,2.783831,0.522113,-6.802645,-4.747306,-0.284665,-0.956209,15.867532,-6.383943,-4.653528,9.319457,-3.332498,-18.167519,-2.709499,2.064658,-5.468053,2.265394,-12.563219,1.092885,7.109542,4.974793,-6.428246,-5.796901,6.238790,3.986367,2.211245,-2.825405,2.165585,13.912831,0.385976,13.459438,-8.082305,1.411978,-12.813562])"
wafer_147,"tensor([-8.946064,-3.341856,-2.622941,8.010596,4.676368,3.659025,2.725699,10.515430,-9.778451,-5.123440,-4.921315,7.680084,-16.198994,-6.152003,1.024216,4.212478,-0.033244,2.686785,-1.581990,4.312876,-3.038745,5.497795,-0.851081,-0.769232,6.535472,-8.851491,-4.073593,14.771855,-5.936774,2.981533,-1.307253,-5.968802,-10.253513,-9.989335,-10.217935,1.545738,9.908325,-5.435196,-15.148769,6.674060,7.710135,0.275431,-3.756590,-5.488256,2.049327,-4.572339,-9.211937,0.500465])"
wafer_148,"tensor([7.925990,6.667703,-2.866820,-5.098489,-4.329154,2.203258,7.043082,-2.150770,1.402439,3.852968,1.906069,-2.267108,7.260692,1.578566,-1.945638,-0.306445,-0.677874,3.246960,3.237369,0.270209,1.055238,-6.515158,-0.811890,-3.122824,-2.787026,5.494922,7.695358,-6.547399,0.018447,1.605834,1.801660,12.036675,6.238358,5.852919,6.384282,3.564970,-10.674193,0.597812,6.619715,-0.275612,-0.802487,-0.580059,-2.524385,3.058902,-3.859052,5.238998,2.372450,6.179034])"
wafer_149,"tensor([8.445669,8.731360,1.837894,-7.792786,-5.560079,0.264532,2.050198,-2.426390,1.788669,4.121664,3.884398,-4.382457,8.232424,0.914833,1.045065,-2.091548,-1.462750,3.175994,1.868386,-0.367320,2.048093,-4.293448,0.913712,-1.529123,-4.617010,8.149871,10.678308,-11.173896,2.246972,2.443810,2.410837,10.178148,8.217140,2.911080,5.004172,1.920487,-12.310677,0.731828,6.760106,-5.487294,-1.826747,-1.842031,-2.718580,2.789075,-2.773997,5.182579,9.012522,4.472143])"
wafer_150,"tensor([8.459265,7.736095,3.095760,-5.978247,-4.907852,-0.623214,2.340774,-1.397929,-0.065873,3.422899,2.720911,-4.114963,8.047130,-1.026899,2.123112,-2.069547,-0.330179,2.446915,2.469067,0.076312,4.008331,-4.543651,2.406948,-1.477741,-4.034481,8.903015,10.225114,-12.063001,1.910936,3.659871,3.668479,10.772786,9.609277,1.563751,7.422949,2.462417,-9.880782,-0.263087,6.404242,-5.034895,-2.032398,-2.875494,-1.271460,1.628856,-3.358771,3.882530,5.918597,5.753327])"
